Mã BĐS,Địa chỉ,Mã ĐVHC,Diện tích,Phòng ngủ,Phòng tắm,Pháp lý,Ngày đăng,Giá nhà
21221153," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",778,100.0,2,2,2,15/12/2022,4400000000
20965009," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",778,130.0,3,2,0,15/12/2022,6200000000
21725142," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",778,71.0,2,1,2,15/12/2022,2500000000
21725117," Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",778,71.0,2,2,2,15/12/2022,2900000000
21589109," Nguyễn Văn Linh, Phường Tân Phú, Quận 7, TPHCM",778,71.0,2,2,2,15/12/2022,3550000000
21589101," Nguyễn Văn Linh, Phường Tân Phú, Quận 7, TPHCM",778,70.0,2,2,2,15/12/2022,3500000000
21944220," Nguyễn Xiển, Phường Long Bình, Quận 9 (TP. Thủ Đức), TPHCM",769,67.0,2,2,4,15/12/2022,2700000000
21966970," Phạm văn hai, Phường 3, Quận Tân Bình, TPHCM",766,54.0,2,2,2,15/12/2022,3100000000
21966982," Phan Đăng Lưu, Phường 1, Quận Phú Nhuận, TPHCM",768,145.0,3,3,2,15/12/2022,6500000000
21152307," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",778,89.0,2,2,2,15/12/2022,4100000000
20891648," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",778,77.0,2,2,2,15/12/2022,4300000000
21318925," Đường số 17, Phường Tân Phú, Quận 7, TPHCM",778,110.0,3,2,2,15/12/2022,5300000000
21233037," Đường số 17, Phường Tân Phú, Quận 7, TPHCM",778,124.0,3,2,2,15/12/2022,6650000000
21137239," Nguyễn Văn Linh, Phường Tân Phú, Quận 7, TPHCM",778,72.0,2,2,2,15/12/2022,3600000000
21966830," Điện Biên Phủ, Phường 25, Quận Bình Thạnh, TPHCM",765,70.0,2,2,2,15/12/2022,3900000000
21848262," Cao Lỗ, Phường 4, Quận 8, TPHCM",776,70.0,2,2,2,15/12/2022,1480000000
21848085," Nguyễn Thiện Thuật, Phường 14, Quận Bình Thạnh, TPHCM",765,64.0,2,2,2,15/12/2022,1420000000
20918927," Nguyễn Văn Linh, Phường Tân Phú, Quận 7, TPHCM",778,117.0,32,2,2,15/12/2022,5050000000
21848165," Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, TPHCM",765,98.0,2,2,2,15/12/2022,1320000000
21847918," Mai Chí Thọ, Phường Bình Khánh, Quận 2 (TP. Thủ Đức), TPHCM",769,70.0,2,2,2,15/12/2022,1620000000
21136995," Nguyễn Văn Linh, Phường Tân Phú, Quận 7, TPHCM",778,80.0,2,2,2,15/12/2022,4500000000
21847997," Nguyễn Văn Luông, Phường 12, Quận 6, TPHCM",775,67.0,2,2,2,15/12/2022,1580000000
21847933," Mai Chí Thọ, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",769,70.0,2,2,2,15/12/2022,1570000000
21847894," Phước Hữu, Phường Phước Long B, Quận 9 (TP. Thủ Đức), TPHCM",769,87.0,2,2,2,15/12/2022,1480000000
21847961," Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh, TPHCM",765,68.0,2,2,2,15/12/2022,1420000000
21848012," Nguyễn Khoái, Phường 1, Quận 4, TPHCM",773,70.0,2,2,2,15/12/2022,1420000000
21848228," Phan Văn Trị, Phường 10, Quận Gò Vấp, TPHCM",764,68.0,2,2,2,15/12/2022,1480000000
21848245," Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, TPHCM",778,65.0,2,2,2,15/12/2022,1420000000
21848192," Tạ Quang Bửu, Phường 6, Quận 8, TPHCM",776,75.0,2,2,2,15/12/2022,1380000000
21847704," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,76.0,2,2,2,15/12/2022,1450000000
21324857," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",778,89.0,2,2,2,15/12/2022,4200000000
21324739," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",778,128.0,3,2,2,15/12/2022,5400000000
21324991," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",778,118.0,3,2,2,15/12/2022,4800000000
20934679," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",778,130.0,3,2,2,15/12/2022,9600000000
20905571," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",778,70.0,2,2,2,15/12/2022,3550000000
20895313," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",778,72.0,2,2,2,15/12/2022,3500000000
21901453," Trường Sa, Xã Đông Hội, Huyện Đông Anh, Hà Nội",17,85.0,3,2,1,15/12/2022,2300000000
21884037," Hoàng Sa, Phường 12, Quận 3, TPHCM",770,77.0,2,2,2,15/12/2022,2915000000
21884054," Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2 (TP. Thủ Đức), TPHCM",769,66.0,2,1,4,15/12/2022,1559000000
21884078," Chu Văn An, Phường 12, Quận Bình Thạnh, TPHCM",765,102.0,2,2,2,15/12/2022,1988000000
21884080," Hậu Giang, Phường 11, Quận 6, TPHCM",775,82.0,2,2,2,15/12/2022,2770000000
21884077," Bến Vân Đồn, Phường 6, Quận 4, TPHCM",773,74.0,2,2,4,15/12/2022,2010000000
21884074," Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7, TPHCM",778,70.0,2,2,2,15/12/2022,1630000000
21884070," Điện Biên Phủ, Phường 25, Quận Bình Thạnh, TPHCM",765,90.0,2,2,4,15/12/2022,1971000000
21884067," Thủy Lợi, Phường Phước Long A, Quận 9 (TP. Thủ Đức), TPHCM",769,69.0,2,2,2,15/12/2022,1810000000
21884044," Nguyễn Cửu Phú, Phường Tân Tạo A, Quận Bình Tân, TPHCM",777,80.0,3,2,2,15/12/2022,1783000000
21884062," Đường số 10, Phường Hiệp Bình Chánh, Quận Thủ Đức (TP. Thủ Đức), TPHCM",769,71.0,2,2,2,15/12/2022,1885000000
21884029," Bến Vân Đồn, Phường 12, Quận 4, TPHCM",773,80.0,2,2,2,15/12/2022,2650000000
21883994," Thành Thái, Phường 14, Quận 10, TPHCM",771,74.0,2,2,2,15/12/2022,1825000000
21884017," Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2 (TP. Thủ Đức), TPHCM",769,62.0,2,2,4,15/12/2022,1718000000
21883982," Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, TPHCM",778,70.0,2,2,2,15/12/2022,1670000000
21883903," Cộng Hòa, Phường 12, Quận Tân Bình, TPHCM",766,75.0,2,2,4,15/12/2022,2205000000
21883616," Liên Phường, Phường Phú Hữu, Quận 9 (TP. Thủ Đức), TPHCM",769,110.0,3,2,2,15/12/2022,2045000000
21883589," Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, TPHCM",761,65.0,2,2,2,15/12/2022,1695000000
21883603," Phạm Thế Hiển, Phường 6, Quận 8, TPHCM",776,65.0,2,2,2,15/12/2022,1195000000
21883551," Trương Công Định, Phường 14, Quận Tân Bình, TPHCM",766,75.0,2,2,2,15/12/2022,1995000000
21883575," Đường số 7, Phường An Lạc, Quận Bình Tân, TPHCM",777,68.0,2,2,4,15/12/2022,1930000000
21966734," Đường số 1, Phường Trường Thọ, Quận Thủ Đức (TP. Thủ Đức), TPHCM",769,34.0,1,1,2,15/12/2022,1200000000
21966803," Lê Thái Tổ, Phường Võ Cường, TP. Bắc Ninh, Bắc Ninh",256,41.0,1,1,2,15/12/2022,1000000000
21962475," Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",9,52.0,2,2,2,15/12/2022,1230000000
21959514," Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, TPHCM",785,70.0,2,1,2,15/12/2022,1880000000
21967437," Thành Thái, Phường 14, Quận 10, TPHCM",771,78.0,2,2,4,15/12/2022,4500000000
21967056," Hoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",8,32.0,1,1,1,15/12/2022,750000000
21967038," Giải Phóng, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",8,30.0,1,1,1,15/12/2022,750000000
21967518," Nguyễn Xiển, Phường Long Bình, Quận 9 (TP. Thủ Đức), TPHCM",769,69.0,2,2,4,15/12/2022,2650000000
21967310," Mỹ Đình, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",19,54.0,2,1,2,15/12/2022,2480000000
21967560," Vân Đồn, Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",493,52.0,2,1,1,15/12/2022,1150000000
21967611," Trần Văn Kiểu, Phường 10, Quận 6, TPHCM",775,62.0,2,2,3,15/12/2022,3090000000
21966731," Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",9,52.0,2,2,2,15/12/2022,1220000000
21967028," Hoàng Đạo Thúy, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",9,146.0,3,2,1,15/12/2022,5250000000
21967012," Hào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",6,50.0,2,1,2,15/12/2022,1180000000
21935183," Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2 (TP. Thủ Đức), TPHCM",769,70.0,2,2,2,14/12/2022,5280000000
21934503," Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2 (TP. Thủ Đức), TPHCM",769,65.0,2,2,2,14/12/2022,4980000000
21934488," Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2 (TP. Thủ Đức), TPHCM",769,71.0,2,2,2,14/12/2022,5100000000
21925154," Nguyễn Xiển, Phường Long Bình, Quận 9 (TP. Thủ Đức), TPHCM",769,69.0,2,2,4,14/12/2022,2600000000
21805304," Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TPHCM",760,78.0,2,2,2,14/12/2022,10700000000
21805282," Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TPHCM",760,72.0,2,2,2,14/12/2022,13000000000
21006774," Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",778,70.0,2,2,2,14/12/2022,2550000000
21575929," Tôn Dật Tiên, Phường Tân Phú, Quận 7, TPHCM",778,71.0,2,2,2,14/12/2022,3500000000
21253535," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",778,94.0,2,2,2,14/12/2022,4200000000
20978972," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",778,118.0,3,2,2,14/12/2022,4500000000
21010091," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",778,150.0,4,3,2,14/12/2022,3300000000
21442790," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",778,56.0,2,1,2,14/12/2022,2270000000
21381800," Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",778,56.0,2,1,2,14/12/2022,2300000000
20396286," Nguyễn Văn Linh, Phường Tân Phú, Quận 7, TP.HCM",778,130.0,3,2,2,14/12/2022,5500000000
21716218," Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",778,56.0,2,1,2,14/12/2022,2300000000
21278846," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",778,89.0,3,2,2,14/12/2022,2900000000
21267059," Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",778,68.66,2,2,2,14/12/2022,2500000000
21458587," Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",778,70.0,2,2,2,14/12/2022,2600000000
21253499," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",778,89.0,2,2,2,14/12/2022,4200000000
21249145," Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",778,56.0,2,1,2,14/12/2022,2150000000
21220254," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",778,89.0,2,2,2,14/12/2022,4000000000
21210122," Nguyễn Văn Linh, Phường Tân Phú, Quận 7, TPHCM",778,71.0,2,2,2,14/12/2022,3600000000
21538754," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",778,81.0,3,2,2,14/12/2022,2850000000
21955075," Hồng Lạc, Phường 10, Quận Tân Bình, TPHCM",766,50.0,2,1,2,14/12/2022,1900000000
21955040," Vườn Lài, Phường Phú Thọ Hòa, Quận Tân Phú, TPHCM",767,82.0,2,2,2,14/12/2022,2390000000
21759243," Khuông Việt, Phường Phú Trung, Quận Tân Phú, TPHCM",767,70.0,2,2,2,14/12/2022,2830000000
21759222," Hương Lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, TPHCM",777,75.0,3,2,4,14/12/2022,2150000000
21716196," Vườn Lài, Phường Phú Thọ Hòa, Quận Tân Phú, TPHCM",767,80.0,2,2,2,14/12/2022,2530000000
21644592," Trịnh Đình Thảo, Phường Hòa Thạnh, Quận Tân Phú, TPHCM",767,50.0,1,1,2,14/12/2022,2100000000
21964079," Hồng Hà, Phường 9, Quận Phú Nhuận, TPHCM",768,36.0,1,1,4,14/12/2022,2000000000
21618862," Âu Cơ, Phường Tân Thành, Quận Tân Phú, TPHCM",767,104.0,3,2,4,14/12/2022,3500000000
21594560," Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, TPHCM",767,65.0,2,2,4,14/12/2022,3100000000
21763525," Hồng Lạc, Phường 10, Quận Tân Bình, TPHCM",766,60.0,2,2,2,14/12/2022,2750000000
21759268," Âu Cơ, Phường Tân Thành, Quận Tân Phú, TPHCM",767,88.0,3,2,2,14/12/2022,2820000000
21965257," Nguyễn Thượng Hiền, Phường 5, Quận Phú Nhuận, TPHCM",768,93.0,2,2,2,14/12/2022,4350000000
21759191," Tân Chánh Hiệp 21, Phường Tân Chánh Hiệp, Quận 12, TPHCM",761,68.0,2,2,2,14/12/2022,2100000000
21588831," Phan Huy Ích, Phường 15, Quận Tân Bình, TPHCM",766,65.0,2,2,4,14/12/2022,2500000000
21965223," Phan Đăng Lưu, Phường 1, Quận Phú Nhuận, TPHCM",768,88.0,2,2,2,14/12/2022,4600000000
21588793," Hồng Lạc, Phường 10, Quận Tân Bình, TPHCM",766,70.0,2,2,2,14/12/2022,2950000000
21572141," Hồng Lạc, Phường 10, Quận Tân Bình, TPHCM",766,60.0,2,2,2,14/12/2022,2350000000
21564185," Âu Cơ, Phường Tân Thành, Quận Tân Phú, TPHCM",767,83.0,3,2,2,14/12/2022,3100000000
21564175," Hương Lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, TPHCM",777,70.0,2,2,4,14/12/2022,1950000000
21950989," Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, TPHCM",785,86.0,2,2,2,14/12/2022,1780000000
21563938," Âu Cơ, Phường Tân Sơn Nhì, Quận Tân Phú, TPHCM",767,92.0,3,2,4,14/12/2022,3700000000
21828935," Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, TPHCM",785,58.0,1,1,2,14/12/2022,1700000000
21563900," Hồng Lạc, Phường 10, Quận Tân Bình, TPHCM",766,70.0,2,2,2,14/12/2022,2600000000
21550001," Lũy Bán Bích, Phường Phú Thọ Hòa, Quận Tân Phú, TPHCM",767,76.0,2,2,2,14/12/2022,2550000000
21455443," Tân Kỳ Tân Quý, Phường Tân Sơn Nhì, Quận Tân Phú, TPHCM",767,50.0,1,1,2,14/12/2022,2480000000
21455433," Trần Đình Trọng, Phường Hòa Thạnh, Quận Tân Phú, TPHCM",767,103.0,3,2,4,14/12/2022,3900000000
21455421," Lý Thánh Tông, Phường Tân Thới Hòa, Quận Tân Phú, TPHCM",767,90.0,3,2,2,14/12/2022,2520000000
21428843," Lý Thường Kiệt, Phường 14, Quận 10, TPHCM",771,89.0,3,2,4,14/12/2022,6100000000
21955558," Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội",3,35.0,1,1,2,14/12/2022,800000000
21882567," Thái Thịnh, Phường Thịnh Quang, Quận Đống Đa, Hà Nội",6,48.0,2,1,2,14/12/2022,1220000000
21257502," Phan Huy Ích, Phường 15, Quận Tân Bình, TPHCM",766,90.0,2,2,2,14/12/2022,2750000000
21882657," Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",9,50.0,2,1,2,14/12/2022,1225000000
21041904," Nguyễn Sỹ Sách, Phường 15, Quận Tân Bình, TPHCM",766,68.0,2,2,2,14/12/2022,2400000000
21882864," Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",21,48.0,2,1,2,14/12/2022,1125000000
21892510," Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",21,48.0,2,1,2,14/12/2022,1190000000
21944297," Giải Phóng, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",8,33.0,1,1,2,14/12/2022,900000000
21892495," Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",9,50.0,2,1,2,14/12/2022,1225000000
21944146," Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",9,58.0,2,1,2,14/12/2022,1200000000
21763509," Lũy Bán Bích, Phường Hòa Thạnh, Quận Tân Phú, TPHCM",767,64.0,2,2,4,14/12/2022,2450000000
21934883," Thiên Hiền, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",19,50.0,2,1,2,14/12/2022,1140000000
21763486," Âu Cơ, Phường Tân Thành, Quận Tân Phú, TPHCM",767,104.0,3,2,4,14/12/2022,4300000000
21940420," Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",9,60.0,3,2,2,14/12/2022,1400000000
21763463," Trịnh Đình Thảo, Phường Hòa Thạnh, Quận Tân Phú, TPHCM",767,78.0,3,1,2,14/12/2022,2850000000
21926116," Thịnh Quang, Phường Thịnh Quang, Quận Đống Đa, Hà Nội",6,50.0,1,1,2,14/12/2022,810000000
21634907," Tân Kỳ Tân Quý, Phường Tân Sơn Nhì, Quận Tân Phú, TPHCM",767,63.0,2,2,2,14/12/2022,2850000000
21918129," Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",21,48.0,2,1,2,14/12/2022,1125000000
21618019," Phan Huy Ích, Phường 15, Quận Tân Bình, TPHCM",766,81.0,2,2,2,14/12/2022,2530000000
21924749," Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội",3,35.0,1,1,2,14/12/2022,800000000
21604762," Phan Huy Ích, Phường 15, Quận Tân Bình, TPHCM",766,81.0,2,2,2,14/12/2022,2620000000
21604812," Âu Cơ, Phường Tân Thành, Quận Tân Phú, TPHCM",767,78.0,2,2,2,14/12/2022,3050000000
21926199," Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, TPHCM",785,70.0,2,1,2,14/12/2022,1920000000
21898340,"Ngõ 355 Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",21,48.0,2,1,2,14/12/2022,1120000000
21564254," Lũy Bán Bích, Phường Hòa Thạnh, Quận Tân Phú, TPHCM",767,71.0,2,2,4,14/12/2022,2500000000
21962768," Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, TPHCM",785,70.0,2,1,2,14/12/2022,1850000000
21908212," Thịnh Quang, Phường Thịnh Quang, Quận Đống Đa, Hà Nội",6,33.0,1,1,2,14/12/2022,800000000
21577813," Trương Công Định, Phường 14, Quận Tân Bình, TPHCM",766,80.0,2,2,4,14/12/2022,3500000000
21564247," Trịnh Đình Thảo, Phường Hòa Thạnh, Quận Tân Phú, TPHCM",767,70.0,2,2,4,14/12/2022,2700000000
21548630," Lý Thánh Tông, Phường Tân Thới Hòa, Quận Tân Phú, TPHCM",767,73.0,2,2,0,14/12/2022,2450000000
21945720," Phong Phú, Xã Phong Phú, Huyện Bình Chánh, TPHCM",785,70.0,2,1,2,14/12/2022,1860000000
21545740," Lý Thường Kiệt, Phường 14, Quận 10, TPHCM",771,70.0,2,2,4,14/12/2022,4550000000
21298854," Trịnh Đình Thảo, Phường Hòa Thạnh, Quận Tân Phú, TPHCM",767,90.0,3,2,4,14/12/2022,2950000000
21257687," Thoại Ngọc Hầu, Phường Hòa Thạnh, Quận Tân Phú, TPHCM",767,60.0,2,2,4,14/12/2022,1750000000
21257609," Phan Huy Ích, Phường 15, Quận Tân Bình, TPHCM",766,101.0,2,2,2,14/12/2022,2970000000
21257494," Trương Công Định, Phường 14, Quận Tân Bình, TPHCM",766,80.0,2,2,4,14/12/2022,3500000000
21786266," Hương Lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, TPHCM",777,70.0,2,2,4,14/12/2022,1930000000
21773925," Phan Huy Ích, Phường 15, Quận Tân Bình, TPHCM",766,100.0,3,2,2,14/12/2022,2990000000
21763399," Trường Chinh, Phường Tân Thới Nhất, Quận 12, TPHCM",761,65.0,2,2,4,14/12/2022,2350000000
21778212," Âu Cơ, Phường Tân Thành, Quận Tân Phú, TPHCM",767,78.0,2,2,2,14/12/2022,3100000000
21716166," Phan Huy Ích, Phường 15, Quận Tân Bình, TPHCM",766,63.0,2,2,4,14/12/2022,2450000000
21716227," Âu Cơ, Phường Tân Thành, Quận Tân Phú, TPHCM",767,106.0,3,2,4,14/12/2022,3650000000
21716373," Hồng Lạc, Phường 10, Quận Tân Bình, TPHCM",766,70.0,2,2,2,14/12/2022,2950000000
21716130," Trịnh Đình Thảo, Phường Hòa Thạnh, Quận Tân Phú, TPHCM",767,67.0,2,1,2,14/12/2022,2550000000
21716107," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",767,72.0,2,2,4,14/12/2022,3780000000
21635074," Vườn Lài, Phường Phú Thọ Hòa, Quận Tân Phú, TPHCM",767,82.0,2,2,2,14/12/2022,2400000000
21716036," Hoàng Hoa Thám, Phường 13, Quận Tân Bình, TPHCM",766,93.0,3,2,2,14/12/2022,4950000000
21604749," Trịnh Đình Thảo, Phường Hòa Thạnh, Quận Tân Phú, TPHCM",767,70.0,2,2,2,14/12/2022,2750000000
21956514," Trần Đình Trọng, Phường Hòa Thạnh, Quận Tân Phú, TPHCM",767,87.0,2,2,2,14/12/2022,3600000000
21941593," Bến Vân Đồn, Phường 12, Quận 4, TPHCM",773,88.0,2,2,4,14/12/2022,10500000000
21929858," Bến Vân Đồn, Phường 12, Quận 4, TPHCM",773,40.0,1,1,4,14/12/2022,3600000000
21928637," Bến Vân Đồn, Phường 12, Quận 4, TPHCM",773,65.0,2,2,4,14/12/2022,6600000000
21925047," Bến Vân Đồn, Phường 12, Quận 4, TPHCM",773,115.0,3,2,4,14/12/2022,20000000000
21933341," Bến Vân Đồn, Phường 1, Quận 4, TPHCM",773,92.0,2,2,4,14/12/2022,5700000000
21928580," Bến Vân Đồn, Phường 12, Quận 4, TPHCM",773,90.0,3,2,1,14/12/2022,6100000000
21931917," Tôn Thất Thuyết, Phường 18, Quận 4, TPHCM",773,90.0,2,2,3,14/12/2022,2000000000
21935436," Tôn Thất Thuyết, Phường 18, Quận 4, TPHCM",773,75.0,2,2,3,14/12/2022,2000000000
21966024," Tây Mỗ, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",19,35.0,1,1,2,14/12/2022,43750000000
21965159," Nam Trung Yên, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",5,65.0,2,2,1,14/12/2022,2300000000
21965176," Nguyễn Xiển, Phường Long Bình, Quận 9 (TP. Thủ Đức), TPHCM",769,47.0,1,1,4,14/12/2022,1800000000
21966147," Tây Mỗ, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",19,64.0,2,2,4,14/12/2022,2550000000
21964482," Phan Đăng Lưu, Phường 1, Quận Phú Nhuận, TPHCM",768,88.0,2,2,2,13/12/2022,4600000000
21964453," Nguyễn Thượng Hiền, Phường 5, Quận Phú Nhuận, TPHCM",768,93.0,2,2,2,13/12/2022,4350000000
21944383," Hùng Vương, Phường 12, Quận 5, TPHCM",774,121.0,3,3,2,13/12/2022,5750000000
21944417," Nguyễn Văn Linh, Phường 7, Quận 8, TPHCM",776,80.0,3,2,2,13/12/2022,1999000000
21944403," Tản Đà, Phường 11, Quận 5, TPHCM",774,100.0,3,2,2,13/12/2022,4900000000
20904858," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",778,96.0,2,2,2,13/12/2022,4250000000
21843278," Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, TPHCM",778,107.0,3,2,2,13/12/2022,2936000000
21826165," Phạm Văn Chiêu, Phường 14, Quận Gò Vấp, TPHCM",764,70.0,2,2,2,13/12/2022,1929000000
21826042," Âu Cơ, Phường Tân Sơn Nhì, Quận Tân Phú, TPHCM",767,73.0,2,1,2,13/12/2022,1980000000
21800714," Tạ Quang Bửu, Phường 6, Quận 8, TPHCM",776,55.0,1,1,2,13/12/2022,1540000000
21324759," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",778,130.0,3,2,2,13/12/2022,5600000000
21800011," Võ Văn Kiệt, Phường 3, Quận 6, TPHCM",775,99.0,3,2,2,13/12/2022,1929000000
21798629," Đường D1, Phường 25, Quận Bình Thạnh, TPHCM",765,65.0,2,2,2,13/12/2022,2150000000
21798689," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,97.0,2,2,2,13/12/2022,2530000000
21798272," Nguyễn Thị Định, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",769,68.0,2,2,2,13/12/2022,2150000000
21798599," Cao Lỗ, Phường 4, Quận 8, TPHCM",776,85.0,3,2,2,13/12/2022,1875000000
21813386," Nguyễn Bỉnh Khiêm, Phường 1, Quận Gò Vấp, TPHCM",764,68.0,2,2,2,13/12/2022,2380000000
21813358," Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TPHCM",760,110.0,3,2,2,13/12/2022,3260000000
21808580," Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2 (TP. Thủ Đức), TPHCM",769,75.0,2,2,2,13/12/2022,2380000000
21806914," Phạm Văn Chiêu, Phường 14, Quận Gò Vấp, TPHCM",764,73.0,2,2,2,13/12/2022,1634000000
21806860," Bạch Đằng, Phường 2, Quận Tân Bình, TPHCM",766,90.0,2,2,2,13/12/2022,2170000000
21806852," Gò Cát, Phường Phú Hữu, Quận 9 (TP. Thủ Đức), TPHCM",769,68.0,2,3,2,13/12/2022,1750000000
21212780," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",778,118.0,3,2,2,13/12/2022,5290000000
21806843," Đường 3 Tháng 2, Phường 12, Quận 10, TPHCM",771,86.0,2,2,2,13/12/2022,2810000000
21804423," Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, TPHCM",760,62.0,2,1,2,13/12/2022,3820000000
21804067," Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, TPHCM",777,75.0,2,2,2,13/12/2022,1693000000
21801695," Điện Biên Phủ, Phường 22, Quận Bình Thạnh, TPHCM",765,79.0,2,2,2,13/12/2022,3150000000
21798753," Đường số 104, Phường Bình Trưng Tây, Quận 2 (TP. Thủ Đức), TPHCM",769,117.0,3,2,2,13/12/2022,6860000000
21798259," Bến Vân Đồn, Phường 12, Quận 4, TPHCM",773,78.0,2,2,2,13/12/2022,2190000000
21025991," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",778,114.9,3,2,2,13/12/2022,4700000000
21798214," Tạ Quang Bửu, Phường 6, Quận 8, TPHCM",776,90.0,3,2,2,13/12/2022,1870000000
20904845," Tôn Dật Tiên, Phường Tân Phong, Quận 7, TPHCM",778,143.0,3,2,2,13/12/2022,6200000000
