,Mã BĐS,Địa chỉ,Diện tích,Phòng ngủ,Phòng tắm,Pháp lý,Ngày đăng,Giá nhà
3955,21966072," Trương Công Định, Phường 14, Quận Tân Bình, TPHCM",78.0,2,2,2,20/03/2023,2330000000
3956,21289350," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",117.0,2,2,4,20/03/2023,5616000000
3957,21979260," Âu Cơ, Phường Tân Thành, Quận Tân Phú, TPHCM",77.0,2,2,2,20/03/2023,1624000000
3958,22042041," Tôn Đản, Phường 13, Quận 4, TPHCM",90.0,2,2,0,20/03/2023,1690000000
3959,21693334," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",134.0,3,2,2,20/03/2023,8200000000
3960,21965978," Trịnh Đình Thảo, Phường Hòa Thạnh, Quận Tân Phú, TPHCM",75.0,2,2,2,20/03/2023,1538000000
3961,21249408," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",96.0,2,2,4,20/03/2023,6680000000
3962,21979764," Ngô Tất Tố, Phường 19, Quận Bình Thạnh, TPHCM",60.0,2,1,2,20/03/2023,1823000000
3963,22042044," Hậu Giang, Phường 11, Quận 6, TPHCM",86.0,2,2,0,20/03/2023,2030000000
3964,21932150," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",132.0,3,2,2,20/03/2023,11300000000
3965,21965919," Tô Hiến Thành, Phường 14, Quận 10, TPHCM",78.0,2,2,2,20/03/2023,2862000000
3966,21247569," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",96.0,2,2,4,20/03/2023,6500000000
3967,21979322," Đường số 35, Phường Cát Lái, Quận 2 (TP. Thủ Đức), TPHCM",72.3,2,2,2,20/03/2023,1987000000
3968,22042036," Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, TPHCM",69.0,2,1,0,20/03/2023,1820000000
3969,21930529," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",126.0,3,2,2,20/03/2023,8300000000
3970,21247546," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",85.0,2,2,4,20/03/2023,4800000000
3971,21979356," Trần Đình Trọng, Phường Hòa Thạnh, Quận Tân Phú, TPHCM",87.0,2,2,2,20/03/2023,1864000000
3972,22042038," Nguyễn Thượng Hiền, Phường 5, Quận Phú Nhuận, TPHCM",93.0,2,2,0,20/03/2023,1958000000
3973,21247502," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",104.0,2,2,2,20/03/2023,5900000000
3974,21979200," Đường số 44, Phường 16, Quận 8, TPHCM",70.0,2,2,2,20/03/2023,1724000000
3975,22042008," Nguyễn Thị Tú, Phường Bình Hưng Hòa B, Quận Bình Tân, TPHCM",71.0,2,2,2,20/03/2023,1280000000
3976,21247528," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",71.0,2,2,4,20/03/2023,3500000000
3977,21978661," Tạ Quang Bửu, Phường 5, Quận 8, TPHCM",73.5,2,2,2,20/03/2023,1938000000
3978,22042012," Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",70.0,2,2,2,20/03/2023,1730000000
3979,21921479," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",135.0,3,2,2,20/03/2023,9000000000
3980,21247475," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",63.0,2,1,4,20/03/2023,3200000000
3981,22042031," Kinh Dương Vương, Phường An Lạc, Quận Bình Tân, TPHCM",56.0,2,1,0,20/03/2023,1305000000
3982,21917597," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",143.0,3,2,2,20/03/2023,9200000000
3983,21244468," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",71.0,2,2,4,20/03/2023,3400000000
3984,21810872," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",143.0,3,2,2,20/03/2023,7800000000
3985,21222374," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",104.0,3,2,4,20/03/2023,4700000000
3986,21217496," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",63.0,2,1,4,20/03/2023,3250000000
3987,21683333," Đường số 16, Phường Tân Phú, Quận 7, TPHCM",80.0,2,2,2,20/03/2023,6000000000
3988,21214335," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",112.0,3,2,4,20/03/2023,3800000000
3989,21720121," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",80.0,2,2,2,20/03/2023,5900000000
3990,21215490," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",71.0,2,2,4,20/03/2023,3480000000
3991,21810859," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",137.0,3,2,2,20/03/2023,8600000000
3992,21214209," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",63.0,2,2,4,20/03/2023,2900000000
3993,21810867," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",124.0,3,2,2,20/03/2023,11500000000
3994,21213735," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",63.0,2,2,4,20/03/2023,3200000000
3995,21820785," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",92.0,2,2,4,20/03/2023,4700000000
3996,21810887," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",80.0,3,2,2,20/03/2023,6100000000
3997,21209980," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",71.0,2,2,4,20/03/2023,3550000000
3998,21823441," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",112.0,2,2,4,20/03/2023,5680000000
3999,21816562," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",80.0,2,2,2,20/03/2023,6100000000
4000,21202906," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",100.0,2,2,4,20/03/2023,4450000000
4001,21823456," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",63.0,2,1,4,20/03/2023,3300000000
4002,21931167," Đường số 16, Phường Tân Phú, Quận 7, TPHCM",80.0,2,2,2,20/03/2023,6300000000
4003,21373614," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",53.0,1,1,4,20/03/2023,2750000000
4004,21817571," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",63.0,2,1,4,20/03/2023,3200000000
4005,21946699," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",98.0,2,2,2,20/03/2023,6500000000
4006,21377099," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",92.0,2,2,4,20/03/2023,4400000000
4007,21806946," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",112.0,3,2,4,20/03/2023,5500000000
4008,21968915," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",88.0,2,2,2,20/03/2023,4550000000
4009,21375643," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",96.0,2,2,4,20/03/2023,5900000000
4010,21971221," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",135.0,3,2,2,20/03/2023,8200000000
4011,21373613," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",112.0,3,2,4,20/03/2023,5120000000
4012,21983625," Nguyễn Cao, Phường Tân Phong, Quận 7, TPHCM",170.0,3,3,4,20/03/2023,15500000000
4013,21373612," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",71.0,2,2,4,20/03/2023,3800000000
4014,21983642," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",124.0,3,2,2,20/03/2023,11000000000
4015,21341368," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",96.0,2,2,4,20/03/2023,6000000000
4016,21730463," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",88.8,2,2,4,20/03/2023,5380000000
4017,21351540," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",84.0,2,2,4,20/03/2023,4300000000
4018,21712190," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",96.0,2,2,4,20/03/2023,5199000000
4019,21335515," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",85.0,2,2,2,20/03/2023,4450000000
4020,21817595," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",84.0,2,2,4,20/03/2023,4150000000
4021,21278913," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",112.0,2,2,4,20/03/2023,5488000000
4022,21256875," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",88.8,2,2,4,20/03/2023,4800000000
4023,21262486," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",84.0,2,2,4,20/03/2023,4180000000
4024,21242788," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",84.0,2,2,4,20/03/2023,3600000000
4025,21204830," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",88.8,2,2,4,20/03/2023,4400000000
4026,21735985," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",104.0,3,2,4,20/03/2023,5150000000
4027,21217467," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",104.0,3,2,4,20/03/2023,4500000000
4028,21208592," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",63.0,2,1,4,20/03/2023,3300000000
4029,21204489," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",71.0,2,2,4,20/03/2023,3550000000
4030,21732305," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",85.0,2,2,4,20/03/2023,4450000000
4031,21416456," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",85.0,2,2,4,20/03/2023,5120000000
4032,21650944," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",53.0,1,1,4,20/03/2023,2650000000
4033,21413590," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",96.0,2,2,4,20/03/2023,4400000000
4034,21615010," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",88.0,2,2,4,20/03/2023,5300000000
4035,21284253," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",96.0,2,2,4,20/03/2023,5100000000
4036,21615007," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",88.0,2,2,4,20/03/2023,5100000000
4037,21279000," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",85.0,2,2,4,20/03/2023,4300000000
4038,21284224," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",71.0,2,2,4,20/03/2023,3500000000
4039,21615004," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",107.0,3,2,0,20/03/2023,5200000000
4040,21284173," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",104.0,3,2,4,20/03/2023,4500000000
4041,21614659," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",162.0,2,2,0,20/03/2023,9500000000
4042,21279025," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",104.0,3,2,4,20/03/2023,4500000000
4043,21736445," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",191.0,4,4,4,20/03/2023,7000000000
4044,21278968," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",72.0,2,2,4,20/03/2023,3300000000
4045,21235882," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",71.0,2,2,4,20/03/2023,3200000000
4046,21736468," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",96.0,2,2,4,20/03/2023,7270000000
4047,21232675," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",96.0,3,3,4,20/03/2023,7300000000
4048,21736465," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",96.0,2,2,4,20/03/2023,5200000000
4049,21736435," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",85.0,2,2,4,20/03/2023,5100000000
4050,21231562," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",112.0,2,2,4,20/03/2023,5850000000
4051,21222244," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",96.0,2,2,4,20/03/2023,5100000000
4052,21222237," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",53.0,1,2,4,20/03/2023,2650000000
4053,21732971," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",141.0,3,2,4,20/03/2023,6980000000
4054,21217077," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",84.0,2,2,4,20/03/2023,4150000000
4055,21732985," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",96.0,2,2,4,20/03/2023,7800000000
4056,21216072," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",63.0,2,2,4,20/03/2023,2950000000
4057,21732963," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",112.0,3,2,4,20/03/2023,5880000000
4058,21618454," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",86.0,2,2,4,20/03/2023,6800000000
4059,21210063," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",71.0,2,2,4,20/03/2023,3350000000
4060,21618445," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",92.0,2,2,4,20/03/2023,4600000000
4061,21284302," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",85.0,2,2,4,20/03/2023,4300000000
4062,21618451," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",112.0,2,2,4,20/03/2023,5700000000
4063,21284944," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",104.0,3,2,4,20/03/2023,4700000000
4064,21284273," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",92.0,2,2,4,20/03/2023,4350000000
4065,21615012," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",121.0,3,3,4,20/03/2023,8300000000
4066,21217052," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",112.0,3,2,4,20/03/2023,5300000000
4067,21614999," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",85.0,2,2,4,20/03/2023,4400000000
4068,21217082," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",107.0,3,2,4,20/03/2023,5400000000
4069,21615011," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",96.0,2,2,4,20/03/2023,5100000000
4070,21217064," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",63.0,5,5,4,20/03/2023,3350000000
4071,21596160," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",96.0,2,2,0,20/03/2023,7100000000
4072,21217057," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",71.0,2,2,4,20/03/2023,3300000000
4073,21217043," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",104.0,3,2,4,20/03/2023,4750000000
4074,21794144," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",117.0,3,2,4,20/03/2023,5800000000
4075,21217037," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",119.0,3,2,4,20/03/2023,5000000000
4076,21794135," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",63.0,2,1,4,20/03/2023,3300000000
4077,21217026," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",96.0,2,2,4,20/03/2023,4900000000
4078,21794132," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",71.0,2,2,4,20/03/2023,3650000000
4079,21217011," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",88.8,2,2,4,20/03/2023,4800000000
4080,21793573," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",98.0,3,2,4,20/03/2023,3800000000
4081,21217005," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",63.0,2,1,4,20/03/2023,3280000000
4082,21793550," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",53.0,1,1,4,20/03/2023,2700000000
4083,21217020," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",104.0,3,2,4,20/03/2023,4600000000
4084,21793556," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",104.0,3,2,4,20/03/2023,4800000000
4085,21216994," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",63.0,2,1,4,20/03/2023,3300000000
4086,21793543," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",71.0,2,2,4,20/03/2023,3450000000
4087,21216989," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",104.0,3,2,4,20/03/2023,4500000000
4088,21793504," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",141.0,3,3,4,20/03/2023,7600000000
4090,21216358," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",111.9,2,2,4,20/03/2023,5000000000
4091,21793284," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",112.0,2,2,4,20/03/2023,5900000000
4092,21216368," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",88.8,2,2,4,20/03/2023,4800000000
4093,21793266," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",86.0,2,2,4,20/03/2023,6100000000
4094,21216348," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",104.0,3,2,4,20/03/2023,4500000000
4095,21793276," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",112.0,2,2,4,20/03/2023,5555000000
4096,21284920," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",85.0,2,2,4,20/03/2023,4200000000
4097,21262469," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",71.0,2,2,4,20/03/2023,3450000000
4098,21791971," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",85.0,2,2,4,20/03/2023,5148000000
4099,21225670," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",85.0,2,2,4,20/03/2023,3995000000
4100,21791965," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",85.0,2,2,4,20/03/2023,5148000000
4101,21225703," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",97.0,2,2,4,20/03/2023,4567000000
4102,21225655," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",95.8,2,2,4,20/03/2023,4567000000
4103,21628248," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",68.0,2,2,0,20/03/2023,2600000000
4104,21225619," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",85.0,2,2,4,20/03/2023,5000000000
4105,21628279," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",112.0,2,2,0,20/03/2023,5800000000
4106,21225574," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",63.0,2,2,4,20/03/2023,3100000000
4107,21224104," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",68.0,2,2,4,20/03/2023,2700000000
4108,21803872," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",53.0,1,1,4,20/03/2023,2700000000
4109,21225552," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",117.0,3,1,4,20/03/2023,5600000000
4110,21804631," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",121.0,3,3,4,20/03/2023,7980000000
4111,21224100," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",127.0,3,2,4,20/03/2023,4500000000
4112,21224092," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",120.0,3,2,4,20/03/2023,5600000000
4113,21803864," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",63.0,2,1,4,20/03/2023,3300000000
4114,21223886," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",96.0,2,2,4,20/03/2023,4700000000
4115,21803858," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",71.0,2,2,4,20/03/2023,3680000000
4116,21223854," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",84.0,2,2,4,20/03/2023,4200000000
4117,21803851," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",85.0,2,2,4,20/03/2023,4400000000
4118,21223839," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",53.0,1,1,4,20/03/2023,2500000000
4119,21803841," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",131.0,3,2,4,20/03/2023,6850000000
4120,21223845," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",88.8,2,2,4,20/03/2023,4333000000
4121,21803827," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",121.0,3,3,4,20/03/2023,7820000000
4122,21223806," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",84.0,2,2,4,20/03/2023,3700000000
4123,21803825," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",86.0,2,2,4,20/03/2023,6990000000
4124,21217089," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",92.0,2,2,4,20/03/2023,4400000000
4125,21216280," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",112.0,2,2,4,20/03/2023,4900000000
4126,21216297," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",160.0,2,2,4,20/03/2023,10000000000
4128,21249368," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",63.0,2,1,4,20/03/2023,3250000000
4129,21795130," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",68.0,2,2,4,20/03/2023,2680000000
4130,21244433," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",71.0,2,2,4,20/03/2023,3500000000
4131,21242770," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",63.0,2,2,4,20/03/2023,3250000000
4132,21795120," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",96.0,2,2,4,20/03/2023,6500000000
4133,21242624," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",96.0,2,2,4,20/03/2023,7000000000
4134,21231534," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",141.0,3,3,4,20/03/2023,7400000000
4135,21794962," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",117.0,3,2,4,20/03/2023,5780000000
4136,21225726," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",66.0,2,1,4,20/03/2023,3300000000
4137,21216230," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",88.8,2,2,4,20/03/2023,4800000000
4138,21614044," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",160.0,3,4,4,20/03/2023,8500000000
4139,21216221," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",63.0,2,1,4,20/03/2023,3200000000
4140,21824188," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",117.0,3,2,4,20/03/2023,7180000000
4141,21216188," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",88.8,2,2,4,20/03/2023,4800000000
4142,21216199," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",96.0,2,2,4,20/03/2023,4900000000
4143,21216183," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",71.0,2,2,4,20/03/2023,3550000000
4144,21215959," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",71.0,2,2,4,20/03/2023,3300000000
4145,21820787," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",112.0,3,2,4,20/03/2023,5600000000
4146,21215978," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",71.0,2,2,4,20/03/2023,3500000000
4147,21806959," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",127.0,3,3,4,20/03/2023,4800000000
4148,21216177," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",64.0,2,1,4,20/03/2023,3150000000
4149,21806936," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",104.0,3,2,4,20/03/2023,4850000000
4150,21216065," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",63.0,2,2,4,20/03/2023,3100000000
4151,21806919," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",53.0,1,1,4,20/03/2023,2650000000
4152,21215992," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",112.0,2,2,4,20/03/2023,5600000000
4153,21806900," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",84.0,2,2,4,20/03/2023,4500000000
4154,21215686," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",104.0,3,2,4,20/03/2023,4800000000
4155,21806909," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",53.0,1,1,4,20/03/2023,2700000000
4156,21213748," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",63.0,2,2,4,20/03/2023,3180000000
4157,21806890," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",71.0,2,2,4,20/03/2023,3700000000
4158,21215635," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",63.0,2,2,4,20/03/2023,3150000000
4159,21806883," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",104.0,3,2,4,20/03/2023,5600000000
4160,21210153," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",63.0,2,2,4,20/03/2023,3000000000
4161,21278818," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",84.0,2,2,4,20/03/2023,4330000000
4162,21278837," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",104.0,3,2,4,20/03/2023,5200000000
4163,21758694," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",96.0,2,2,4,20/03/2023,6837000000
4164,21278947," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",85.0,2,2,4,20/03/2023,4000000000
4165,21803833," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",85.0,2,2,4,20/03/2023,5141000000
4166,21377104," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",96.0,2,2,4,20/03/2023,4800000000
4167,21758689," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",104.0,3,3,4,20/03/2023,5500000000
4168,21289342," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",96.0,2,2,4,20/03/2023,6880000000
4169,21596127," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",180.0,4,4,0,20/03/2023,11600000000
4170,21278883," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",71.0,2,2,4,20/03/2023,3580000000
4171,21732302," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",85.0,2,2,4,20/03/2023,5141000000
4172,21263658," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",160.0,3,2,4,20/03/2023,8640000000
