Diện tích,Phòng ngủ,Phòng tắm,Pháp lý,Ngày đăng,Mã BĐS,Địa chỉ,Giá,Mã ĐVHC
65.0,2,1,Sổ hồng,07/12/2022,21677895," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",3 tỷ,778
162.0,3,3,Sổ hồng,07/12/2022,21699253," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",7 tỷ 300 triệu,778
106.0,2,2,Sổ hồng,07/12/2022,21700600," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",4 tỷ 150 triệu,778
99.0,2,2,Sổ hồng,07/12/2022,21701058," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",4 tỷ 500 triệu,778
76.0,2,2,Sổ hồng,07/12/2022,21706667," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",3 tỷ 650 triệu,778
106.0,2,2,Sổ đỏ,07/12/2022,21784022," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",4 tỷ 300 triệu,778
71.0,2,2,Sổ hồng,07/12/2022,21317329," Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",2 tỷ 600 triệu,778
126.0,3,2,Sổ hồng,07/12/2022,21704238," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",5 tỷ 300 triệu,778
71.0,2,1,Sổ hồng,07/12/2022,21253242," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",2 tỷ 350 triệu,778
99.0,3,2,Sổ hồng,07/12/2022,21410011," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",4 tỷ 300 triệu,778
98.0,3,2,Sổ hồng,07/12/2022,21460435," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",5 tỷ,778
146.0,3,2,Sổ hồng,07/12/2022,21342061," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",5 tỷ 700 triệu,778
32.0,1,1,Sổ đỏ,07/12/2022,21931769," Kim Ngưu, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội",600 triệu,7
30.0,1,1,Sổ đỏ,07/12/2022,21931750," Lò Đúc, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",600 triệu,7
30.0,1,1,Sổ hồng,07/12/2022,21930194," Giải Phóng, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",600 triệu,8
30.0,1,1,Sổ đỏ,07/12/2022,21930244," Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",600 triệu,7
30.0,1,1,Sổ hồng,07/12/2022,21930124," Đông Tác, Phường Kim Liên, Quận Đống Đa, Hà Nội",590 triệu,6
32.0,1,1,Sổ hồng,07/12/2022,21931804," Trần Hưng Đạo, Phường Cửa Nam, Quận Hoàn Kiếm, Hà Nội",600 triệu,2
30.0,1,1,Sổ đỏ,07/12/2022,21945739," Đông Tác, Phường Kim Liên, Quận Đống Đa, Hà Nội",600 triệu,6
50.0,1,1,Sổ đỏ,07/12/2022,21945647," Kim Ngưu, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội",750 triệu,7
50.0,1,1,Sổ hồng,07/12/2022,21945540," Lò Đúc, Phường Phạm Đình Hổ, Quận Hai Bà Trưng, Hà Nội",1 tỷ,7
56.51,2,1,Sổ hồng,07/12/2022,21538516," Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",2 tỷ 250 triệu,778
50.0,1,1,Sổ hồng,07/12/2022,21945521," Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội",700 triệu,1
57.0,2,1,Sổ hồng,07/12/2022,21533942," Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",2 tỷ 350 triệu,778
30.0,1,1,Sổ đỏ,07/12/2022,21945142," Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội",800 triệu,1
60.0,2,1,Hợp đồng mua bán,07/12/2022,21915872," Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, TPHCM",2 tỷ,786
71.0,2,2,Sổ hồng,07/12/2022,21589220," Nguyễn Văn Linh, Phường Tân Phú, Quận 7, TPHCM",3 tỷ 600 triệu,778
78.0,2,2,Sổ hồng,07/12/2022,21587717," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",3 tỷ 500 triệu,778
149.0,4,3,Sổ hồng,07/12/2022,21920984," Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, TPHCM",3 tỷ 700 triệu,786
74.0,3,2,Sổ hồng,07/12/2022,21610118," Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",2 tỷ 950 triệu,778
120.0,3,2,Sổ hồng,07/12/2022,21342021," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",5 tỷ,778
57.0,2,1,Sổ hồng,07/12/2022,21077465," Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",2 tỷ 150 triệu,778
118.0,3,2,Sổ hồng,07/12/2022,20978557," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",3 tỷ 950 triệu,778
100.0,3,2,Sổ hồng,07/12/2022,21411119," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",4 tỷ 400 triệu,778
110.0,3,2,Sổ hồng,07/12/2022,21516713," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",5 tỷ 500 triệu,778
90.0,2,2,Sổ hồng,07/12/2022,21331530," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",4 tỷ 400 triệu,778
68.0,2,2,Sổ hồng,07/12/2022,21814341," Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",3 tỷ,778
56.0,2,1,Sổ hồng,07/12/2022,21814334," Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",2 tỷ 400 triệu,778
56.0,2,1,Sổ hồng,07/12/2022,21157683," Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",2 tỷ 150 triệu,778
71.0,2,2,Sổ hồng,07/12/2022,21283989," Nguyễn Văn Linh, Phường Tân Phú, Quận 7, TPHCM",3 tỷ 400 triệu,778
115.0,1,1,Sổ hồng,07/12/2022,21741538," Gò Cát, Phường Phú Hữu, Quận 9 (TP. Thủ Đức), TPHCM",4 tỷ 600 triệu,769
69.0,2,2,Sổ hồng,07/12/2022,21433318," Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",2 tỷ 560 triệu,778
70.12,2,2,Sổ hồng,07/12/2022,21270234," Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",2 tỷ 550 triệu,778
77.0,2,2,Sổ hồng,07/12/2022,21210331," Nguyễn Văn Linh, Phường Tân Phú, Quận 7, TPHCM",3 tỷ 700 triệu,778
120.0,3,2,Sổ hồng,07/12/2022,20645780," Đường số 17, Phường Tân Phú, Quận 7, TP.HCM",4 tỷ 600 triệu,778
69.0,2,2,Sổ hồng,07/12/2022,21283636," Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",2 tỷ 500 triệu,778
69.0,2,2,Sổ hồng,07/12/2022,21227311," Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",2 tỷ 550 triệu,778
57.0,2,1,Sổ hồng,07/12/2022,21227177," Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",2 tỷ 300 triệu,778
160.0,3,3,Sổ hồng,07/12/2022,21010098," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",3 tỷ 400 triệu,778
89.0,2,2,Sổ hồng,07/12/2022,21283683," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",4 tỷ 200 triệu,778
120.0,3,2,Sổ hồng,07/12/2022,20481554," Đường số 17, Phường Tân Phú, Quận 7, TP.HCM",4 tỷ 600 triệu,778
70.12,2,2,Sổ hồng,07/12/2022,21606154," Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",2 tỷ 700 triệu,778
81.0,3,2,Sổ hồng,07/12/2022,21604641," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",2 tỷ 900 triệu,778
77.0,2,2,Sổ hồng,07/12/2022,21280727," Nguyễn Văn Linh, Phường Tân Phú, Quận 7, TPHCM",3 tỷ 650 triệu,778
71.0,2,2,Sổ hồng,07/12/2022,21317362," Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",2 tỷ 600 triệu,778
128.0,3,2,Sổ hồng,07/12/2022,20984610," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",5 tỷ 500 triệu,778
118.0,3,2,Sổ hồng,07/12/2022,20978962," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",4 tỷ 400 triệu,778
74.0,2,2,Sổ hồng,07/12/2022,21780093," Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",3 tỷ 350 triệu,778
74.0,2,2,Sổ hồng,07/12/2022,21780086," Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",3 tỷ 450 triệu,778
140.0,3,2,Sổ hồng,07/12/2022,20434322," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TP.HCM",5 tỷ 400 triệu,778
69.4,2,2,Sổ hồng,07/12/2022,21955700," Tây Mỗ, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",2 tỷ 850 triệu,19
102.8,3,2,Sổ hồng,07/12/2022,21955732," Tố Hữu, Phường La Khê, Quận Hà Đông, Hà Nội",2 tỷ 700 triệu,268
50.0,2,1,Sổ hồng,07/12/2022,21955746," Tây Mỗ, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",1 tỷ 700 triệu,19
55.5,2,1,Sổ hồng,07/12/2022,21955681," Tây Mỗ, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",2 tỷ 550 triệu,19
81.0,2,2,Sổ hồng,07/12/2022,21956384," Cao Thắng, Phường 12, Quận 10, TPHCM",1 tỷ 580 triệu,771
71.0,2,2,Sổ hồng,07/12/2022,21956303," Đường số 10, Phường Hiệp Bình Chánh, Quận Thủ Đức (TP. Thủ Đức), TPHCM",1 tỷ 570 triệu,769
82.0,2,2,Sổ đỏ,07/12/2022,21956304," Phạm Kiệt, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",4 tỷ 182 triệu,494
73.0,2,2,Sổ hồng,07/12/2022,21956332," Lạc Long Quân, Phường 3, Quận 11, TPHCM",1 tỷ 640 triệu,772
30.0,1,1,Sổ đỏ,07/12/2022,21955892," Giải Phóng, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",70 triệu,8
30.0,1,1,Sổ hồng,07/12/2022,21955926," Giải Phóng, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",750 triệu,8
96.0,2,2,Sổ hồng,06/12/2022,21331746," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",4 tỷ 100 triệu,778
71.0,2,2,Sổ hồng,06/12/2022,21279264," Nguyễn Văn Linh, Phường Tân Phú, Quận 7, TPHCM",3 tỷ 550 triệu,778
70.12,2,2,Sổ hồng,06/12/2022,21783626," Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",2 tỷ 900 triệu,778
68.0,2,2,Sổ hồng,06/12/2022,21270230," Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",2 tỷ 750 triệu,778
56.0,2,1,Sổ hồng,06/12/2022,21252697," Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",2 tỷ 150 triệu,778
71.0,2,1,Sổ hồng,06/12/2022,21542288," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",2 tỷ 500 triệu,778
89.0,2,2,Sổ hồng,06/12/2022,21253507," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",4 tỷ 150 triệu,778
135.0,3,2,Sổ hồng,06/12/2022,21084439," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",5 tỷ 300 triệu,778
69.0,2,2,Sổ hồng,06/12/2022,21446566," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",2 tỷ 550 triệu,778
77.0,2,2,Sổ hồng,06/12/2022,21232173," Nguyễn Văn Linh, Phường Tân Phú, Quận 7, TPHCM",3 tỷ 550 triệu,778
70.0,2,2,Sổ hồng,06/12/2022,21739727," Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",2 tỷ 700 triệu,778
72.0,2,2,Sổ hồng,06/12/2022,21739721," Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",2 tỷ 880 triệu,778
77.0,2,2,Sổ hồng,06/12/2022,21210269," Nguyễn Văn Linh, Phường Tân Phú, Quận 7, TPHCM",3 tỷ 850 triệu,778
70.0,2,2,Sổ hồng,06/12/2022,21447054," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",2 tỷ 680 triệu,778
118.0,3,2,Sổ hồng,06/12/2022,21015214," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",3 tỷ 600 triệu,778
118.0,3,2,Sổ hồng,06/12/2022,20481615," Đường số 17, Phường Tân Phú, Quận 7, TP.HCM",4 tỷ 800 triệu,778
71.0,2,1,Sổ hồng,06/12/2022,21542354," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",2 tỷ 500 triệu,778
71.0,2,2,Sổ hồng,06/12/2022,21542309," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",2 tỷ 530 triệu,778
71.0,2,1,Sổ hồng,06/12/2022,21542274," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",2 tỷ 500 triệu,778
77.0,2,2,Sổ hồng,06/12/2022,21334690," Tôn Dật Tiên, Phường Tân Phú, Quận 7, TPHCM",3 tỷ 800 triệu,778
71.0,2,2,Sổ hồng,06/12/2022,21279266," Nguyễn Văn Linh, Phường Tân Phú, Quận 7, TPHCM",3 tỷ 500 triệu,778
91.0,3,2,Sổ hồng,06/12/2022,21154115," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",3 tỷ,778
68.66,2,2,Sổ hồng,06/12/2022,21265197," Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",2 tỷ 500 triệu,778
71.0,2,2,Sổ hồng,06/12/2022,21575949," Nguyễn Văn Linh, Phường Tân Phú, Quận 7, TPHCM",3 tỷ 450 triệu,778
71.0,2,2,Sổ hồng,06/12/2022,21010084," Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",2 tỷ 400 triệu,778
115.0,3,2,Sổ hồng,06/12/2022,2362661," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TP.HCM",5 tỷ 300 triệu,778
71.0,2,2,Sổ hồng,06/12/2022,21233104," Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",2 tỷ 600 triệu,778
120.0,3,2,Sổ hồng,06/12/2022,20645841," Đường số 17, Phường Tân Phú, Quận 7, TP.HCM",4 tỷ 200 triệu,778
98.0,3,2,Sổ hồng,06/12/2022,21460372," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",5 tỷ 50 triệu,778
60.0,2,2,Sổ đỏ,06/12/2022,21930019," Đại lộ Thăng Long, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",2 tỷ 500 triệu,19
85.0,3,2,Sổ đỏ,06/12/2022,21930279," Trịnh Đình Thảo, Phường Hòa Thạnh, Quận Tân Phú, TPHCM",3 tỷ 250 triệu,767
105.0,3,2,Sổ đỏ,06/12/2022,21935672," Mễ Trì, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",4 tỷ 567 triệu,19
56.0,2,1,Sổ hồng,06/12/2022,20968905," Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",2 tỷ 150 triệu,778
80.0,2,2,Sổ hồng,06/12/2022,21933285," Phan Huy Ích, Phường 15, Quận Tân Bình, TPHCM",2 tỷ 600 triệu,766
96.0,3,2,Sổ đỏ,06/12/2022,21946498," Nguyễn Xiển, Xã Tân Triều, Huyện Thanh Trì, Hà Nội",3 tỷ 800 triệu,20
72.0,3,2,Sổ hồng,06/12/2022,21278882," Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",2 tỷ 750 triệu,778
77.0,2,2,Sổ hồng,06/12/2022,21229230," Nguyễn Văn Linh, Phường Tân Phú, Quận 7, TPHCM",3 tỷ 600 triệu,778
103.0,2,2,Sổ hồng,06/12/2022,21217150," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",4 tỷ 400 triệu,778
57.0,2,1,Sổ hồng,06/12/2022,21524946," Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",2 tỷ 300 triệu,778
80.0,2,2,Sổ hồng,06/12/2022,21280738," Nguyễn Văn Linh, Phường Tân Phú, Quận 7, TPHCM",4 tỷ 200 triệu,778
89.0,3,2,Sổ hồng,06/12/2022,21270788," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",3 tỷ 100 triệu,778
72.0,3,2,Sổ hồng,06/12/2022,21233080," Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",2 tỷ 800 triệu,778
98.0,3,2,Sổ hồng,06/12/2022,21682268," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",5 tỷ,778
89.0,2,2,Sổ hồng,06/12/2022,21579392," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",4 tỷ 300 triệu,778
86.0,3,2,Hợp đồng mua bán,06/12/2022,21920052," Mai Chí Thọ, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",5 tỷ 200 triệu,769
73.0,2,2,Hợp đồng mua bán,06/12/2022,21917570," Mai Chí Thọ, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",4 tỷ 250 triệu,769
89.0,3,2,Hợp đồng mua bán,06/12/2022,21919501," Mai Chí Thọ, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",5 tỷ 500 triệu,769
75.0,2,2,Sổ hồng,06/12/2022,21919548," Nguyễn Thị Định, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",5 tỷ 800 triệu,769
89.0,3,2,Hợp đồng mua bán,06/12/2022,21919603," Mai Chí Thọ, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",5 tỷ 200 triệu,769
89.0,3,2,Hợp đồng mua bán,06/12/2022,21919682," Mai Chí Thọ, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",5 tỷ 100 triệu,769
76.0,2,2,Hợp đồng mua bán,06/12/2022,21919315," Mai Chí Thọ, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",4 tỷ 500 triệu,769
90.0,3,2,Hợp đồng mua bán,06/12/2022,21919344," Mai Chí Thọ, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",5 tỷ 500 triệu,769
104.0,3,2,Sổ hồng,06/12/2022,21918381," Nguyễn Thị Định, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",6 tỷ 700 triệu,769
56.51,2,2,Sổ hồng,06/12/2022,21524978," Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",2 tỷ 300 triệu,778
71.0,2,2,Hợp đồng mua bán,06/12/2022,21652246," Hồng Hà, Phường 2, Quận Tân Bình, TPHCM",4 tỷ 20 triệu,766
57.0,2,1,Sổ hồng,06/12/2022,21524967," Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",2 tỷ 350 triệu,778
70.0,2,2,Hợp đồng mua bán,06/12/2022,21667719," Phổ Quang, Phường 9, Quận Phú Nhuận, TPHCM",3 tỷ 990 triệu,768
135.0,3,2,Sổ hồng,06/12/2022,21145756," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",5 tỷ 500 triệu,778
32.0,1,1,Hợp đồng mua bán,06/12/2022,21793722," Mai Chí Thọ, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",1 tỷ 550 triệu,769
76.0,2,2,Hợp đồng mua bán,06/12/2022,21913909," Mai Chí Thọ, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",4 tỷ 650 triệu,769
88.0,2,2,Sổ hồng,06/12/2022,20984634," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",4 tỷ 100 triệu,778
89.0,2,2,Sổ hồng,06/12/2022,21077571," Nguyễn Văn Linh, Phường Tân Phú, Quận 7, TPHCM",4 tỷ 100 triệu,778
51.0,1,1,Hợp đồng mua bán,06/12/2022,21916858," Mai Chí Thọ, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",2 tỷ 600 triệu,769
89.0,3,2,Sổ hồng,06/12/2022,21270761," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",3 tỷ 200 triệu,778
48.0,3,4,Sổ hồng,06/12/2022,21802913," Sư Vạn Hạnh, Phường 10, Quận 10, TPHCM",6 tỷ 800 triệu,771
56.0,2,1,Sổ hồng,06/12/2022,21445851," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",2 tỷ 300 triệu,778
110.0,3,2,Sổ hồng,06/12/2022,21084690," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",4 tỷ 500 triệu,778
68.0,2,2,Sổ hồng,06/12/2022,21249148," Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",2 tỷ 500 triệu,778
88.0,2,2,Sổ hồng,06/12/2022,21638287," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",4 tỷ 250 triệu,778
120.0,3,2,Sổ hồng,06/12/2022,21579515," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",5 tỷ 300 triệu,778
81.0,2,2,Sổ hồng,06/12/2022,21182683," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",2 tỷ 700 triệu,778
70.0,2,2,Sổ hồng,06/12/2022,21649163," Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",2 tỷ 650 triệu,778
105.0,3,2,Sổ hồng,06/12/2022,21084519," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",4 tỷ 100 triệu,778
91.0,3,2,Sổ hồng,06/12/2022,21278860," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",3 tỷ,778
80.0,2,2,Sổ hồng,06/12/2022,21334699," Tôn Dật Tiên, Phường Tân Phú, Quận 7, TPHCM",4 tỷ,778
86.0,3,2,Giấy tờ hợp lệ,06/12/2022,21849959," Phổ Quang, Phường 9, Quận Phú Nhuận, TPHCM",5 tỷ 600 triệu,768
77.0,2,2,Sổ hồng,06/12/2022,21210245," Nguyễn Văn Linh, Phường Tân Phú, Quận 7, TPHCM",3 tỷ 800 triệu,778
117.0,3,2,Sổ hồng,06/12/2022,20383933," Nguyễn Văn Linh, Phường Tân Phú, Quận 7, TP.HCM",4 tỷ 700 triệu,778
51.0,1,1,Hợp đồng mua bán,06/12/2022,21916794," Mai Chí Thọ, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",2 tỷ 300 triệu,769
56.0,2,1,Hợp đồng mua bán,06/12/2022,21916940," Mai Chí Thọ, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",3 tỷ 650 triệu,769
109.0,3,2,Hợp đồng mua bán,06/12/2022,21793660," Mai Chí Thọ, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",6 tỷ 300 triệu,769
79.0,2,2,Sổ hồng,06/12/2022,21919254," Nguyễn Thị Định, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",4 tỷ 700 triệu,769
75.0,2,2,Sổ hồng,06/12/2022,21917907," Nguyễn Thị Định, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",4 tỷ 800 triệu,769
104.0,3,2,Sổ hồng,06/12/2022,21919234," Nguyễn Thị Định, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",6 tỷ 600 triệu,769
68.5,2,2,Hợp đồng mua bán,06/12/2022,21917875," Nguyễn Thị Định, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",4 tỷ 200 triệu,769
89.0,2,2,Sổ hồng,06/12/2022,21579432," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",4 tỷ 200 triệu,778
69.0,2,2,Sổ hồng,06/12/2022,21596957," Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",2 tỷ 650 triệu,778
71.0,2,2,Sổ hồng,06/12/2022,21233175," Tôn Dật Tiên, Phường Tân Phú, Quận 7, TPHCM",3 tỷ 500 triệu,778
71.0,2,1,Sổ hồng,06/12/2022,21266892," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",2 tỷ 420 triệu,778
78.0,2,2,Sổ hồng,06/12/2022,21587728," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",3 tỷ 600 triệu,778
135.0,3,2,Sổ hồng,06/12/2022,21084694," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",5 tỷ 100 triệu,778
77.0,2,2,Hợp đồng mua bán,06/12/2022,21952989," Điện Biên Phủ, Phường 25, Quận Bình Thạnh, TPHCM",4 tỷ 400 triệu,765
89.0,2,2,Sổ hồng,06/12/2022,21232058," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",4 tỷ 200 triệu,778
78.0,2,2,Sổ hồng,06/12/2022,21233119," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",3 tỷ 600 triệu,778
56.0,2,1,Hợp đồng mua bán,06/12/2022,21916880," Mai Chí Thọ, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",3 tỷ 600 triệu,769
68.0,2,2,Sổ hồng,06/12/2022,21793420," Nguyễn Thị Định, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",4 tỷ 100 triệu,769
49.0,1,1,Sổ hồng,06/12/2022,21793568," Nguyễn Thị Định, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",2 tỷ 950 triệu,769
96.0,3,2,Hợp đồng mua bán,06/12/2022,21920036," Mai Chí Thọ, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",5 tỷ 500 triệu,769
68.0,2,2,Sổ hồng,06/12/2022,21917593," Mai Chí Thọ, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",20 triệu,769
51.0,2,1,Sổ hồng,06/12/2022,21918317," Nguyễn Thị Định, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",3 tỷ 500 triệu,769
79.0,2,2,Sổ hồng,06/12/2022,21918412," Nguyễn Thị Định, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",5 tỷ 300 triệu,769
109.0,3,2,Hợp đồng mua bán,06/12/2022,21793674," Mai Chí Thọ, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",6 tỷ 500 triệu,769
76.0,2,2,Hợp đồng mua bán,06/12/2022,21778131," Mai Chí Thọ, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",4 tỷ,769
73.0,2,2,Hợp đồng mua bán,06/12/2022,21778074," Mai Chí Thọ, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",4 tỷ 500 triệu,769
73.0,2,2,Hợp đồng mua bán,06/12/2022,21793436," Mai Chí Thọ, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",4 tỷ 350 triệu,769
56.0,2,1,Hợp đồng mua bán,06/12/2022,21919962," Mai Chí Thọ, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",3 tỷ 600 triệu,769
