Mã BĐS,Địa chỉ,Diện tích,Phòng ngủ,Phòng tắm,Pháp lý,Ngày đăng,Giá nhà
21413610," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",63 m2,2,1,Hợp đồng mua bán,20/03/2023,3 tỷ 200 triệu
21749593," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",117 m2,3,2,Hợp đồng mua bán,20/03/2023,5 tỷ 600 triệu
21255480," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",71 m2,2,2,Hợp đồng mua bán,20/03/2023,3 tỷ 250 triệu
21749541," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",85 m2,2,2,Hợp đồng mua bán,20/03/2023,4 tỷ 400 triệu
21253560," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",121 m2,3,2,Hợp đồng mua bán,20/03/2023,8 tỷ 500 triệu
21253480," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",63 m2,2,2,Hợp đồng mua bán,20/03/2023,3 tỷ
21253432," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",63 m2,2,2,Hợp đồng mua bán,20/03/2023,3 tỷ 150 triệu
21614126," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",96 m2,2,2,Không xác định,20/03/2023,6 tỷ 800 triệu
21253454," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",96 m2,2,2,Sổ hồng,20/03/2023,4 tỷ 900 triệu
21823443," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",121 m2,3,2,Hợp đồng mua bán,20/03/2023,8 tỷ 600 triệu
21253260," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",160 m2,2,2,Hợp đồng mua bán,20/03/2023,8 tỷ 900 triệu
21250943," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",53 m2,1,1,Hợp đồng mua bán,20/03/2023,2 tỷ 500 triệu
21787988," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",112 m2,2,2,Hợp đồng mua bán,20/03/2023,5 tỷ 600 triệu
21250966," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",107 m2,8,3,Hợp đồng mua bán,20/03/2023,5 tỷ 500 triệu
21787974," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",96 m2,2,2,Hợp đồng mua bán,20/03/2023,5 tỷ 200 triệu
21250934," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",71 m2,2,2,Hợp đồng mua bán,20/03/2023,3 tỷ 250 triệu
21787983," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",96 m2,2,2,Hợp đồng mua bán,20/03/2023,5 tỷ 180 triệu
21253215," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",53 m2,1,1,Hợp đồng mua bán,20/03/2023,2 tỷ 700 triệu
21787964," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",85 m2,2,2,Hợp đồng mua bán,20/03/2023,4 tỷ 450 triệu
21250922," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",104 m2,3,2,Hợp đồng mua bán,20/03/2023,4 tỷ 800 triệu
21250863," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",127 m2,3,3,Hợp đồng mua bán,20/03/2023,4 tỷ 500 triệu
21250849," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",112 m2,2,2,Hợp đồng mua bán,20/03/2023,5 tỷ 250 triệu
21219161," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",104 m2,2,2,Hợp đồng mua bán,20/03/2023,4 tỷ 500 triệu
21214614," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",63 m2,2,2,Hợp đồng mua bán,20/03/2023,3 tỷ 450 triệu
21758719," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",117 m2,3,3,Hợp đồng mua bán,20/03/2023,6 tỷ 850 triệu
21215859," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",156 m2,3,3,Hợp đồng mua bán,20/03/2023,6 tỷ
21210102," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",92 m2,2,2,Hợp đồng mua bán,20/03/2023,4 tỷ 500 triệu
21758706," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",85 m2,2,2,Hợp đồng mua bán,20/03/2023,5 tỷ 280 triệu
21377091," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",71 m2,2,2,Hợp đồng mua bán,20/03/2023,3 tỷ 500 triệu
21758691," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",85 m2,2,2,Hợp đồng mua bán,20/03/2023,4 tỷ 400 triệu
21217368," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",107 m2,3,2,Hợp đồng mua bán,20/03/2023,5 tỷ 500 triệu
21758687," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",141 m2,3,3,Hợp đồng mua bán,20/03/2023,7 tỷ 800 triệu
21255489," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",85 m2,2,2,Hợp đồng mua bán,20/03/2023,4 tỷ 150 triệu
21216315," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",63 m2,2,2,Hợp đồng mua bán,20/03/2023,3 tỷ 180 triệu
21216244," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",104 m2,3,2,Hợp đồng mua bán,20/03/2023,5 tỷ 400 triệu
21628343," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",63 m2,2,2,Không xác định,20/03/2023,3 tỷ 400 triệu
21215502," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",71 m2,2,2,Hợp đồng mua bán,20/03/2023,3 tỷ 500 triệu
21213847," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",63 m2,2,1,Hợp đồng mua bán,20/03/2023,2 tỷ 900 triệu
21618448," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",160 m2,3,3,Hợp đồng mua bán,20/03/2023,8 tỷ 600 triệu
21213782," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM","97,7 m2",2,2,Hợp đồng mua bán,20/03/2023,4 tỷ 900 triệu
21213840," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",112 m2,2,2,Hợp đồng mua bán,20/03/2023,5 tỷ 500 triệu
21213775," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",53 m2,1,1,Hợp đồng mua bán,20/03/2023,2 tỷ 600 triệu
21213759," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",100 m2,2,2,Hợp đồng mua bán,20/03/2023,4 tỷ 900 triệu
21787922," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",85 m2,2,2,Hợp đồng mua bán,20/03/2023,4 tỷ 400 triệu
21210041," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",88 m2,2,2,Hợp đồng mua bán,20/03/2023,4 tỷ 100 triệu
21209957," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",160 m2,2,2,Hợp đồng mua bán,20/03/2023,8 tỷ 700 triệu
21765332," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",85 m2,2,2,Hợp đồng mua bán,20/03/2023,4 tỷ 450 triệu
21208674," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",71 m2,2,2,Hợp đồng mua bán,20/03/2023,3 tỷ 300 triệu
21765320," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",121 m2,3,2,Hợp đồng mua bán,20/03/2023,7 tỷ 890 triệu
21209932," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",88 m2,2,2,Hợp đồng mua bán,20/03/2023,4 tỷ 500 triệu
21765316," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",96 m2,2,2,Hợp đồng mua bán,20/03/2023,6 tỷ 900 triệu
21208664," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",63 m2,2,2,Hợp đồng mua bán,20/03/2023,2 tỷ 990 triệu
21208656," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",104 m2,3,3,Hợp đồng mua bán,20/03/2023,5 tỷ
21205373," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",63 m2,2,2,Hợp đồng mua bán,20/03/2023,3 tỷ 50 triệu
21208648," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",63 m2,2,2,Hợp đồng mua bán,20/03/2023,3 tỷ 250 triệu
21204810," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM","88,8 m2",2,2,Hợp đồng mua bán,20/03/2023,4 tỷ 300 triệu
21242601," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",127 m2,3,3,Hợp đồng mua bán,20/03/2023,5 tỷ
21652197," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",160 m2,3,3,Không xác định,20/03/2023,8 tỷ 500 triệu
21304337," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",104 m2,3,2,Hợp đồng mua bán,20/03/2023,4 tỷ 800 triệu
21652180," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",92 m2,2,2,Hợp đồng mua bán,20/03/2023,4 tỷ 600 triệu
21628313," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",86 m2,2,2,Hợp đồng mua bán,20/03/2023,6 tỷ 560 triệu
21618460," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",53 m2,1,1,Hợp đồng mua bán,20/03/2023,2 tỷ 700 triệu
21622974," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",85 m2,2,2,Hợp đồng mua bán,20/03/2023,5 tỷ 440 triệu
21618458," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",84 m2,2,2,Hợp đồng mua bán,20/03/2023,4 tỷ 500 triệu
21758682," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",141 m2,3,3,Hợp đồng mua bán,20/03/2023,8 tỷ
21765354," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",85 m2,2,2,Hợp đồng mua bán,20/03/2023,4 tỷ 450 triệu
21751322," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",117 m2,3,2,Hợp đồng mua bán,20/03/2023,7 tỷ 120 triệu
21751259," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",85 m2,2,2,Hợp đồng mua bán,20/03/2023,5 tỷ 380 triệu
21224108," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",53 m2,1,1,Hợp đồng mua bán,20/03/2023,2 tỷ 650 triệu
21751223," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",117 m2,3,2,Hợp đồng mua bán,20/03/2023,6 tỷ 980 triệu
21223781," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",85 m2,2,2,Hợp đồng mua bán,20/03/2023,4 tỷ 675 triệu
21751247," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",85 m2,2,2,Hợp đồng mua bán,20/03/2023,5 tỷ 400 triệu
21222447," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",71 m2,2,2,Hợp đồng mua bán,20/03/2023,3 tỷ 600 triệu
21222409," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",104 m2,3,2,Hợp đồng mua bán,20/03/2023,4 tỷ 600 triệu
21749602," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",117 m2,3,2,Hợp đồng mua bán,20/03/2023,5 tỷ 600 triệu
21214825," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",63 m2,2,1,Hợp đồng mua bán,20/03/2023,3 tỷ 180 triệu
21217481," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",104 m2,2,2,Hợp đồng mua bán,20/03/2023,4 tỷ 500 triệu
21675446," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",85 m2,2,2,Hợp đồng mua bán,20/03/2023,5 tỷ 150 triệu
21208646," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",71 m2,2,2,Hợp đồng mua bán,20/03/2023,3 tỷ 400 triệu
21675440," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",85 m2,2,2,Không xác định,20/03/2023,5 tỷ 141 triệu
21249414," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM","88,8 m2",2,2,Hợp đồng mua bán,20/03/2023,4 tỷ 950 triệu
21249420," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",112 m2,3,2,Hợp đồng mua bán,20/03/2023,5 tỷ 300 triệu
21675420," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",121 m2,3,3,Hợp đồng mua bán,20/03/2023,8 tỷ 100 triệu
21675409," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",86 m2,2,2,Hợp đồng mua bán,20/03/2023,6 tỷ
21222211," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",87 m2,2,2,Hợp đồng mua bán,20/03/2023,6 tỷ
21221407," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",71 m2,2,2,Hợp đồng mua bán,20/03/2023,3 tỷ 450 triệu
21652214," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",71 m2,2,2,Không xác định,20/03/2023,3 tỷ 650 triệu
21223873," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",85 m2,2,2,Hợp đồng mua bán,20/03/2023,4 tỷ 300 triệu
22054899," Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, TPHCM",65 m2,2,2,Giấy tờ hợp lệ,20/03/2023,2 tỷ 430 triệu
21222230," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM","88,8 m2",2,2,Hợp đồng mua bán,20/03/2023,4 tỷ 400 triệu
21732950," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",96 m2,2,2,Hợp đồng mua bán,20/03/2023,5 tỷ 250 triệu
21221414," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",104 m2,3,2,Hợp đồng mua bán,20/03/2023,4 tỷ 950 triệu
22054657," Phan Văn Trị, Phường 10, Quận Gò Vấp, TPHCM",75 m2,2,2,Sổ hồng,20/03/2023,3 tỷ 640 triệu
21221389," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",96 m2,2,2,Hợp đồng mua bán,20/03/2023,4 tỷ 900 triệu
21219267," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",88 m2,2,2,Hợp đồng mua bán,20/03/2023,5 tỷ 200 triệu
21765369," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",85 m2,2,2,Hợp đồng mua bán,20/03/2023,4 tỷ 452 triệu
21221378," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",117 m2,3,1,Hợp đồng mua bán,20/03/2023,5 tỷ 700 triệu
21221364," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM","88,8 m2",2,2,Hợp đồng mua bán,20/03/2023,4 tỷ 800 triệu
21712231," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",160 m2,3,3,Hợp đồng mua bán,20/03/2023,8 tỷ 500 triệu
21221355," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",127 m2,3,3,Hợp đồng mua bán,20/03/2023,4 tỷ 500 triệu
22016351," Phan Văn Trị, Phường 10, Quận Gò Vấp, TPHCM",76 m2,2,2,Sổ hồng,20/03/2023,3 tỷ 640 triệu
21219299," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",63 m2,2,2,Hợp đồng mua bán,20/03/2023,3 tỷ 200 triệu
21219211," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",127 m2,3,3,Hợp đồng mua bán,20/03/2023,4 tỷ 500 triệu
21684627," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",96 m2,2,2,Hợp đồng mua bán,20/03/2023,5 tỷ 80 triệu
22008536," Trường Chinh, Phường Tân Thới Nhất, Quận 12, TPHCM",65 m2,2,2,Sổ hồng,20/03/2023,2 tỷ 150 triệu
21219124," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",85 m2,2,2,Hợp đồng mua bán,20/03/2023,4 tỷ 300 triệu
21684620," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",96 m2,2,2,Hợp đồng mua bán,20/03/2023,5 tỷ 80 triệu
22001787," Lê Đức Thọ, Phường 15, Quận Gò Vấp, TPHCM",53 m2,2,1,Hợp đồng mua bán,20/03/2023,2 tỷ 250 triệu
21217451," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",63 m2,1,1,Hợp đồng mua bán,20/03/2023,2 tỷ 550 triệu
21684616," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",85 m2,2,2,Không xác định,20/03/2023,5 tỷ 150 triệu
21219055," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",96 m2,2,2,Hợp đồng mua bán,20/03/2023,7 tỷ
21213766," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",112 m2,3,3,Hợp đồng mua bán,20/03/2023,4 tỷ 250 triệu
21684611," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",85 m2,2,2,Hợp đồng mua bán,20/03/2023,4 tỷ 500 triệu
21836287," Hồng Hà, Phường 2, Quận Tân Bình, TPHCM",56 m2,1,1,Giấy tờ hợp lệ,20/03/2023,2 tỷ 900 triệu
21256881," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",85 m2,2,2,Hợp đồng mua bán,20/03/2023,4 tỷ 200 triệu
21885505," Phan Văn Trị, Phường 10, Quận Gò Vấp, TPHCM",85 m2,2,2,Sổ hồng,20/03/2023,3 tỷ 900 triệu
21678535," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",112 m2,2,2,Hợp đồng mua bán,20/03/2023,5 tỷ 850 triệu
21678532," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",96 m2,2,2,Hợp đồng mua bán,20/03/2023,5 tỷ 100 triệu
21204832," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",71 m2,2,2,Hợp đồng mua bán,20/03/2023,3 tỷ 250 triệu
21204823," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",85 m2,2,2,Hợp đồng mua bán,20/03/2023,4 tỷ 800 triệu
21614134," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",121 m2,3,2,Hợp đồng mua bán,20/03/2023,8 tỷ 200 triệu
21999088," Hồng Lạc, Phường 10, Quận Tân Bình, TPHCM",76 m2,2,2,Sổ hồng,20/03/2023,2 tỷ 870 triệu
21204816," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",71 m2,2,2,Hợp đồng mua bán,20/03/2023,3 tỷ 500 triệu
21980362," Phan Văn Trị, Phường 10, Quận Gò Vấp, TPHCM",76 m2,2,2,Sổ hồng,20/03/2023,3 tỷ 700 triệu
21204790," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",107 m2,3,2,Hợp đồng mua bán,20/03/2023,5 tỷ 450 triệu
21977578," Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, TPHCM",65 m2,2,2,Hợp đồng mua bán,20/03/2023,2 tỷ
21204804," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",119 m2,3,2,Hợp đồng mua bán,20/03/2023,5 tỷ 150 triệu
21743064," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",117 m2,3,2,Hợp đồng mua bán,20/03/2023,5 tỷ 500 triệu
21204781," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",71 m2,2,2,Hợp đồng mua bán,20/03/2023,3 tỷ 250 triệu
21743049," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",104 m2,3,2,Hợp đồng mua bán,20/03/2023,7 tỷ
21204767," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",198 m2,3,3,Hợp đồng mua bán,20/03/2023,10 tỷ
21730540," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",85 m2,2,2,Hợp đồng mua bán,20/03/2023,4 tỷ 400 triệu
21975856," Nguyễn Thượng Hiền, Phường 5, Quận Phú Nhuận, TPHCM",93 m2,2,2,Sổ hồng,20/03/2023,4 tỷ 350 triệu
21204755," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",80 m2,2,2,Hợp đồng mua bán,20/03/2023,3 tỷ 200 triệu
21967959," Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, TPHCM",91 m2,3,2,Giấy tờ hợp lệ,20/03/2023,3 tỷ 600 triệu
21204493," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",84 m2,3,2,Hợp đồng mua bán,20/03/2023,3 tỷ 800 triệu
21204504," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",71 m2,2,2,Hợp đồng mua bán,20/03/2023,3 tỷ 200 triệu
21204486," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",53 m2,2,2,Hợp đồng mua bán,20/03/2023,2 tỷ 300 triệu
21712256," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",96 m2,2,2,Hợp đồng mua bán,20/03/2023,7 tỷ 270 triệu
21929277," Hồng Hà, Phường 9, Quận Phú Nhuận, TPHCM",56 m2,1,1,Sổ hồng,20/03/2023,3 tỷ 600 triệu
21203396," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",100 m2,2,2,Hợp đồng mua bán,20/03/2023,5 tỷ 999 triệu
21712208," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",160 m2,3,3,Hợp đồng mua bán,20/03/2023,8 tỷ 500 triệu
21924141," Tân Kỳ Tân Quý, Phường Tân Sơn Nhì, Quận Tân Phú, TPHCM",83 m2,3,2,Sổ hồng,20/03/2023,3 tỷ 350 triệu
21204482," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",104 m2,3,3,Hợp đồng mua bán,20/03/2023,5 tỷ
21712175," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",85 m2,2,2,Hợp đồng mua bán,20/03/2023,5 tỷ 150 triệu
21204480," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",95 m2,2,2,Hợp đồng mua bán,20/03/2023,4 tỷ 700 triệu
21712147," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",85 m2,2,2,Hợp đồng mua bán,20/03/2023,5 tỷ 100 triệu
21204477," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",100 m2,2,2,Hợp đồng mua bán,20/03/2023,6 tỷ 100 nghìn
21712130," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",85 m2,2,2,Hợp đồng mua bán,20/03/2023,5 tỷ 360 triệu
21901887," Hồng Hà, Phường 9, Quận Phú Nhuận, TPHCM",74 m2,2,2,Sổ hồng,20/03/2023,5 tỷ 200 triệu
21204474," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",100 m2,2,2,Hợp đồng mua bán,20/03/2023,5 tỷ 999 triệu
21203115," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",88 m2,2,2,Hợp đồng mua bán,20/03/2023,6 tỷ
21702404," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",96 m2,2,2,Hợp đồng mua bán,20/03/2023,5 tỷ 100 triệu
21223800," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",104 m2,2,2,Hợp đồng mua bán,20/03/2023,5 tỷ
21848446," Hồng Hà, Phường 9, Quận Phú Nhuận, TPHCM",74 m2,2,2,Sổ hồng,20/03/2023,5 tỷ 500 triệu
21236662," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",86 m2,2,2,Hợp đồng mua bán,20/03/2023,4 tỷ 300 triệu
21702310," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",121 m2,3,3,Hợp đồng mua bán,20/03/2023,8 tỷ 800 triệu
21225749," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",96 m2,2,2,Hợp đồng mua bán,20/03/2023,4 tỷ 567 triệu
21702404," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",96 m2,2,2,Hợp đồng mua bán,20/03/2023,5 tỷ 100 triệu
21223800," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",104 m2,2,2,Hợp đồng mua bán,20/03/2023,5 tỷ
21848446," Hồng Hà, Phường 9, Quận Phú Nhuận, TPHCM",74 m2,2,2,Sổ hồng,20/03/2023,5 tỷ 500 triệu
21236662," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",86 m2,2,2,Hợp đồng mua bán,20/03/2023,4 tỷ 300 triệu
21702310," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",121 m2,3,3,Hợp đồng mua bán,20/03/2023,8 tỷ 800 triệu
21225749," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",96 m2,2,2,Hợp đồng mua bán,20/03/2023,4 tỷ 567 triệu
21222427," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",71 m2,2,2,Hợp đồng mua bán,20/03/2023,3 tỷ 500 triệu
21214888," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM","107,5 m2",3,2,Hợp đồng mua bán,20/03/2023,5 tỷ
21214659," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",63 m2,2,2,Hợp đồng mua bán,20/03/2023,2 tỷ 900 triệu
21614155," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM","88,8 m2",2,2,Hợp đồng mua bán,20/03/2023,5 tỷ 350 triệu
21214816," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",85 m2,2,2,Hợp đồng mua bán,20/03/2023,4 tỷ 800 triệu
21613360," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",96 m2,2,2,Hợp đồng mua bán,20/03/2023,5 tỷ
21214591," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",63 m2,2,1,Hợp đồng mua bán,20/03/2023,3 tỷ 150 triệu
21793241," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",85 m2,2,2,Hợp đồng mua bán,20/03/2023,4 tỷ 500 triệu
21214527," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",104 m2,3,2,Hợp đồng mua bán,20/03/2023,4 tỷ 500 triệu
21214518," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",71 m2,2,2,Hợp đồng mua bán,20/03/2023,3 tỷ 270 triệu
21793498," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",86 m2,2,2,Hợp đồng mua bán,20/03/2023,4 tỷ 400 triệu
